ticker,company,industry,datereleased,fourmonthslater,numberofchanges,pricechange
SRCL,Stericycle Inc,Industrials,2/26/10,6/26/10,429,0.196085538
TDC,Teradata Corp.,Information Technology,2/26/10,6/26/10,3536,0.0787143
TMK,Torchmark Corp.,Financials,2/26/10,6/26/10,21649,0.122525064
USB,U.S. Bancorp,Financials,2/26/10,6/26/10,2732,-0.048966981
UAL,United Continental Holdings,Industrials,2/26/10,6/26/10,341495,0.219241983
UPS,United Parcel Service,Industrials,2/26/10,6/26/10,16959,0.034535234
UNM,Unum Group,Financials,2/26/10,6/26/10,6702,0.093880895
VRSN,Verisign Inc.,Information Technology,2/26/10,6/26/10,11602,0.112760809
VMC,Vulcan Materials,Materials,2/26/10,6/26/10,2619,0.066679869
WFC,Wells Fargo,Financials,2/26/10,6/26/10,5,-0.009103054
HCN,Welltower Inc.,Real Estate,2/26/10,6/26/10,7038,0.025222253
WU,Western Union Co,Information Technology,2/26/10,6/26/10,15566,0.021443222
WMB,Williams Cos.,Energy,2/26/10,6/26/10,9779,-0.069341472
WMB,Willis Towers Watson,Financials,2/26/10,6/26/10,9779,-0.069341472
XEL,Xcel Energy Inc,Utilities,2/26/10,6/26/10,6851,0.021117949
YHOO,Yahoo Inc.,Information Technology,2/26/10,6/26/10,8407,-0.032658393
ATVI,Activision Blizzard,Information Technology,3/1/10,6/29/10,7408,-0.031078519
AMG,Affiliated Managers Group Inc,Financials,3/1/10,6/29/10,1105,-0.144301318
AKAM,Akamai Technologies Inc,Information Technology,3/1/10,6/29/10,6525,0.509378429
ADS,Alliance Data Systems,Information Technology,3/1/10,6/29/10,3134,0.060498175
AMT,American Tower Corp A,Real Estate,3/1/10,6/29/10,5641,0.036804056
AWK,American Water Works Company Inc,Utilities,3/1/10,6/29/10,6567,-0.005579009
AMGN,Amgen Inc,Health Care,3/1/10,6/29/10,32490,-0.048857692
AVB,"AvalonBay Communities, Inc.",Real Estate,3/1/10,6/29/10,3612,0.184392517
AVY,Avery Dennison Corp,Materials,3/1/10,6/29/10,4058,0.023181373
CHRW,C. H. Robinson Worldwide,Industrials,3/1/10,6/29/10,1114,0.053982696
CBG,CBRE Group,Real Estate,3/1/10,6/29/10,7189,0.025735294
CHK,Chesapeake Energy,Energy,3/1/10,6/29/10,11224,-0.197515716
CMS,CMS Energy,Utilities,3/1/10,6/29/10,10782,-0.020135346
DPS,Dr Pepper Snapple Group,Consumer Staples,3/1/10,6/29/10,5491,0.225026802
EIX,Edison Int'l,Utilities,3/1/10,6/29/10,8090,-0.021205776
ES,Eversource Energy,Utilities,3/1/10,6/29/10,15269,-0.012395261
FTI,FMC Technologies Inc.,Energy,3/1/10,6/29/10,1425,-0.091756056
GILD,Gilead Sciences,Health Care,3/1/10,6/29/10,11470,-0.263944389
GS,Goldman Sachs Group,Financials,3/1/10,6/29/10,10684,-0.143384933
HST,Host Hotels & Resorts,Real Estate,3/1/10,6/29/10,10405,0.156355234
KEY,KeyCorp,Financials,3/1/10,6/29/10,21452,0.121971698
MRK,Merck & Co.,Health Care,3/1/10,6/29/10,42048,-0.028763912
MCO,Moody's Corp,Financials,3/1/10,6/29/10,5744,-0.259921621
NWL,Newell Brands,Consumer Discretionary,3/1/10,6/29/10,4868,0.082964392
PBCT,People's United Financial,Financials,3/1/10,6/29/10,1705,-0.130150021
PKI,PerkinElmer,Health Care,3/1/10,6/29/10,2262,-0.10009798
PWR,Quanta Services Inc.,Industrials,3/1/10,6/29/10,20284,0.089108854
SCG,SCANA Corp,Utilities,3/1/10,6/29/10,4093,0.008254406
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,3/1/10,6/29/10,1147,0.028111301
SEE,Sealed Air,Materials,3/1/10,6/29/10,10448,-0.020050112
TSO,Tesoro Petroleum Co.,Energy,3/1/10,6/29/10,3591,0.016891812
WYNN,Wynn Resorts Ltd,Consumer Discretionary,3/1/10,6/29/10,5932,0.190062389
ZION,Zions Bancorp,Financials,3/1/10,6/29/10,8699,0.199337704
SPLS,Staples Inc.,Consumer Discretionary,3/2/10,6/30/10,278165,-0.174011865
VFC,V.F. Corp.,Consumer Discretionary,3/3/10,7/1/10,6557,-0.067019185
INCY,Incyte,Health Care,3/5/10,7/3/10,11920,-0.075862069
PNC,PNC Financial Services,Financials,3/11/10,7/9/10,6848,0.060689623
PNC,Polo Ralph Lauren Corp.,Consumer Discretionary,3/11/10,7/9/10,6848,0.060689623
CRM,Salesforce.com,Information Technology,3/11/10,7/9/10,17419,0.216918589
NVDA,Nvidia Corporation,Information Technology,3/18/10,7/16/10,11406,-0.42439859
ADSK,Autodesk Inc,Information Technology,3/19/10,7/17/10,13108,-0.129165265
KSS,Kohl's Corp.,Consumer Discretionary,3/19/10,7/17/10,4636,-0.159971067
KSS,Kraft Heinz Co,Consumer Staples,3/19/10,7/17/10,4636,-0.159971067
JWN,Nordstrom,Consumer Discretionary,3/22/10,7/20/10,6436,-0.197800209
HD,Home Depot,Consumer Discretionary,3/25/10,7/23/10,3878,-0.127888398
GPS,Gap (The),Consumer Discretionary,3/26/10,7/24/10,3020,-0.206592031
KR,Kroger Co.,Consumer Staples,3/30/10,7/28/10,2653,-0.015368411
ROST,Ross Stores,Consumer Discretionary,3/30/10,7/28/10,23900,0.002385176
TIF,Tiffany & Co.,Consumer Discretionary,3/30/10,7/28/10,1617,-0.105571931
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,3/31/10,7/29/10,3204,0.12466843
ULTA,Under Armour,Consumer Discretionary,3/31/10,7/29/10,3204,0.12466843
ULTA,Under Armour,Consumer Discretionary,3/31/10,7/29/10,3204,0.12466843
URBN,Urban Outfitters,Consumer Discretionary,4/1/10,7/30/10,1756,-0.150105708
BBBY,Bed Bath & Beyond,Consumer Discretionary,4/27/10,8/25/10,1041,-0.191576661
BBBY,Berkshire Hathaway,Financials,4/27/10,8/25/10,1041,-0.191576661
KMX,Carmax Inc,Consumer Discretionary,4/27/10,8/25/10,919,-0.167532987
BBY,Best Buy Co. Inc.,Consumer Discretionary,4/28/10,8/26/10,6433,-0.310482406
STZ,Constellation Brands,Consumer Staples,4/29/10,8/27/10,73122,-0.09218326
RHT,Red Hat Inc.,Information Technology,4/29/10,8/27/10,4334,0.142300158
MCK,McKesson Corp.,Health Care,5/4/10,9/1/10,6070,-0.12466422
CA,"CA, Inc.",Information Technology,5/14/10,9/11/10,78708,-0.031706546
SYMC,Symantec Corp.,Information Technology,5/24/10,9/21/10,2392,0.043659033
EA,Electronic Arts,Information Technology,5/28/10,9/25/10,5747,-0.003028528
XLNX,Xilinx Inc,Information Technology,6/1/10,9/29/10,5720,0.138324771
MCHP,Microchip Technology,Information Technology,6/2/10,9/30/10,9489,0.138350511
NTAP,NetApp,Information Technology,6/18/10,10/16/10,24818,0.221009215
PDCO,Patterson Companies,Health Care,6/23/10,10/21/10,1004,-0.06789465
SJM,JM Smucker,Consumer Staples,6/24/10,10/22/10,6928,0.0134593
HRB,Block H&R,Financials,6/29/10,10/27/10,2067,-0.260386989
ORCL,Oracle Corp.,Information Technology,7/1/10,10/29/10,19649,0.368776635
GIS,General Mills,Consumer Staples,7/9/10,11/6/10,923,0.018171233
FDX,FedEx Corporation,Industrials,7/15/10,11/12/10,4,0.132452783
PAYX,Paychex Inc.,Information Technology,7/16/10,11/13/10,687,0.105950022
NKE,Nike,Consumer Discretionary,7/20/10,11/17/10,1392,0.169756775
CAG,ConAgra Foods Inc.,Consumer Staples,7/22/10,11/19/10,1545,-0.080225868
GPN,Global Payments Inc,Information Technology,7/28/10,11/25/10,13945,0.131382439
CTAS,Cintas Corporation,Industrials,7/30/10,11/27/10,33409,0.04582566
MSFT,Microsoft Corp.,Information Technology,7/30/10,11/27/10,4397,-0.010435219
HAR,Harman Int'l Industries,Consumer Discretionary,8/6/10,12/4/10,4308,0.59337354
KLAC,KLA-Tencor Corp.,Information Technology,8/6/10,12/4/10,9304,0.26230318
WDC,Western Digital,Information Technology,8/13/10,12/11/10,11097,0.458708128
LLTC,Linear Technology Corp.,Information Technology,8/19/10,12/17/10,2834,0.182830091
EL,Estee Lauder Cos.,Consumer Staples,8/20/10,12/18/10,3210,0.395630458
STX,Seagate Technology,Information Technology,8/20/10,12/18/10,3298,0.337579609
LRCX,Lam Research,Information Technology,8/23/10,12/21/10,8818,0.404971968
ADP,Automatic Data Processing,Information Technology,8/25/10,12/23/10,1852,0.214695227
CAH,Cardinal Health Inc.,Health Care,8/26/10,12/24/10,10217,0.278813717
HRS,Harris Corporation,Information Technology,8/30/10,12/28/10,6143,0.075657661
SYY,Sysco Corp.,Consumer Staples,8/31/10,12/29/10,95042,0.070533932
CPB,Campbell Soup,Consumer Staples,9/29/10,1/27/11,2088,-0.021383635
COST,Costco Co.,Consumer Staples,10/18/10,2/15/11,140,0.182961372
AZO,AutoZone Inc,Consumer Discretionary,10/25/10,2/22/11,5546,0.07430249
ACN,Accenture plc,Information Technology,10/26/10,2/23/11,19153,0.137846828
AAPL,Apple Inc.,Information Technology,10/27/10,2/24/11,4048,0.113861486
MON,Monsanto Co.,Materials,10/27/10,2/24/11,656,0.175553967
MON,Monster Beverage,Consumer Staples,10/27/10,2/24/11,656,0.175553967
AYI,Acuity Brands Inc,Industrials,10/29/10,2/26/11,152396,0.135089777
QCOM,QUALCOMM Inc.,Information Technology,11/3/10,3/3/11,12747,0.297163172
TEL,TE Connectivity Ltd.,Information Technology,11/10/10,3/10/11,4709,0.053225446
TEL,"Tegna, Inc.",Consumer Discretionary,11/10/10,3/10/11,4709,0.053225446
TDG,TransDigm Group,Industrials,11/15/10,3/15/11,4405,0.211550107
BEN,Franklin Resources,Financials,11/16/10,3/16/11,4372,0.000691892
DHI,D. R. Horton,Consumer Discretionary,11/17/10,3/17/11,5690,0.119918797
DHI,Danaher Corp.,Health Care,11/17/10,3/17/11,5690,0.119918797
ROK,Rockwell Automation Inc.,Industrials,11/18/10,3/18/11,2949,0.340837078
V,Visa Inc.,Information Technology,11/19/10,3/19/11,30562,-0.071201192
SBUX,Starbucks Corp.,Consumer Discretionary,11/22/10,3/22/11,10345,0.136702793
TSN,Tyson Foods,Consumer Staples,11/22/10,3/22/11,1342,0.152350755
APD,Air Products & Chemicals Inc,Materials,11/23/10,3/23/11,4878,0.052714455
ABC,AmerisourceBergen Corp,Health Care,11/23/10,3/23/11,9778,0.236010374
FFIV,F5 Networks,Information Technology,11/23/10,3/23/11,3416,-0.259176098
JEC,Jacobs Engineering Group,Industrials,11/23/10,3/23/11,1084,0.231735471
JCI,Johnson Controls International,Industrials,11/23/10,3/23/11,77430,0.184831726
VAR,Varian Medical Systems,Health Care,11/23/10,3/23/11,17453,0.026528064
BDX,Becton Dickinson,Health Care,11/24/10,3/24/11,3791,0.008469237
HP,Helmerich & Payne,Energy,11/24/10,3/24/11,11270,0.403603611
HOLX,Hologic,Health Care,11/24/10,3/24/11,9588,0.306865612
DIS,The Walt Disney Company,Consumer Discretionary,11/24/10,3/24/11,2566,0.175177731
SWKS,Skyworks Solutions,Information Technology,11/29/10,3/29/11,3475,0.263178342
AMAT,Applied Materials Inc,Information Technology,12/10/10,4/9/11,12112,0.150956133
HPQ,HP Inc.,Information Technology,12/15/10,4/14/11,4310,-0.019220841
DE,Deere & Co.,Industrials,12/17/10,4/16/11,9146,0.158908673
COO,The Cooper Companies,Health Care,12/17/10,4/16/11,8595,0.26167088
A,Agilent Technologies Inc,Health Care,12/20/10,4/19/11,3742,0.150381465
HRL,Hormel Foods Corp.,Consumer Staples,12/21/10,4/20/11,8,0.116733742
DFS,Discover Financial Services,Financials,1/26/11,5/26/11,22336,0.15089707
AMZN,Amazon.com Inc,Consumer Discretionary,1/28/11,5/28/11,1863,0.134334499
EBAY,eBay Inc.,Information Technology,1/28/11,5/28/11,2074,0.012207121
LEN,Lennar Corp.,Consumer Discretionary,1/31/11,5/31/11,11715,-0.01755001
ISRG,Intuitive Surgical Inc.,Health Care,2/1/11,6/1/11,10471,0.037615038
URI,"United Rentals, Inc.",Industrials,2/1/11,6/1/11,5299,-0.07192161
SLB,Schlumberger Ltd.,Energy,2/4/11,6/4/11,234849,-0.04257365
UNP,Union Pacific,Industrials,2/4/11,6/4/11,937,0.082540905
AJG,Arthur J. Gallagher & Co.,Financials,2/7/11,6/7/11,11858,-0.047696264
DD,Du Pont (E.I.),Materials,2/8/11,6/8/11,1873,-0.059977986
LUV,Southwest Airlines,Industrials,2/8/11,6/8/11,23050,-0.089533537
TROW,T. Rowe Price Group,Financials,2/8/11,6/8/11,873,-0.146970594
BA,Boeing Company,Industrials,2/9/11,6/9/11,8242,0.026734796
KSU,Kansas City Southern,Industrials,2/9/11,6/9/11,4186,0.056164611
NOC,Northrop Grumman Corp.,Industrials,2/9/11,6/9/11,11626,-0.005190018
BWA,BorgWarner,Consumer Discretionary,2/10/11,6/10/11,1673,-0.079164909
EXC,Exelon Corp.,Utilities,2/10/11,6/10/11,14505,-0.008334806
GT,Goodyear Tire & Rubber,Consumer Discretionary,2/10/11,6/10/11,4248,0.048251663
NBL,Noble Energy Inc,Energy,2/10/11,6/10/11,2,-0.013120651
PHM,Pulte Homes Inc.,Consumer Discretionary,2/10/11,6/10/11,19935,-0.094117654
UNH,United Health Group Inc.,Health Care,2/10/11,6/10/11,14665,0.171724504
GOOG,Alphabet Inc Class C,Information Technology,2/11/11,6/11/11,9446,-0.184131316
DOV,Dover Corp.,Industrials,2/11/11,6/11/11,1781,-0.079239403
AN,AutoNation Inc,Consumer Discretionary,2/15/11,6/15/11,5404,-0.052932331
CCI,Crown Castle International Corp.,Real Estate,2/15/11,6/15/11,5287,-0.123956023
CCI,CSRA Inc.,Information Technology,2/15/11,6/15/11,5287,-0.123956023
HCP,HCP Inc.,Real Estate,2/15/11,6/15/11,11057,-0.030071484
R,Ryder System,Industrials,2/15/11,6/15/11,3675,0.060535643
R,"S&P Global, Inc.",Financials,2/15/11,6/15/11,3675,0.060535643
MMM,3M Company,Industrials,2/16/11,6/16/11,546,-0.002276591
CERN,Cerner,Health Care,2/16/11,6/16/11,5421,0.166365556
DAL,Delta Air Lines,Industrials,2/16/11,6/16/11,4351,-0.204737688
FE,FirstEnergy Corp,Utilities,2/16/11,6/16/11,21,0.161770259
HBI,Hanesbrands Inc,Consumer Discretionary,2/16/11,6/16/11,6187,0.090725045
MJN,Mead Johnson,Consumer Staples,2/16/11,6/16/11,53316,0.084293747
MTD,Mettler Toledo,Health Care,2/16/11,6/16/11,1516,-0.044966044
ALXN,Alexion Pharmaceuticals,Health Care,2/17/11,6/17/11,14297,-0.044446824
CMG,Chipotle Mexican Grill,Consumer Discretionary,2/17/11,6/17/11,7997,0.012917044
PPG,PPG Industries,Materials,2/17/11,6/17/11,2911,-0.04652062
REGN,Regeneron,Health Care,2/17/11,6/17/11,14288,0.434032463
RHI,Robert Half International,Industrials,2/17/11,6/17/11,15840,-0.196365678
SNA,Snap-On Inc.,Consumer Discretionary,2/17/11,6/17/11,3451,-0.051331954
VRTX,Vertex Pharmaceuticals Inc,Health Care,2/17/11,6/17/11,19105,0.129485577
VRTX,Viacom Inc.,Consumer Discretionary,2/17/11,6/17/11,19105,0.129485577
ABT,Abbott Laboratories,Health Care,2/18/11,6/18/11,320737,0.112856705
BMY,Bristol-Myers Squibb,Health Care,2/18/11,6/18/11,7244,0.09307857
CSX,CSX Corp.,Industrials,2/18/11,6/18/11,1879,0.003931436
DISCA,Discovery Communications-A,Consumer Discretionary,2/18/11,6/18/11,1461,-0.079708505
DISCA,Discovery Communications-C,Consumer Discretionary,2/18/11,6/18/11,1461,-0.079708505
DTE,DTE Energy Co.,Utilities,2/18/11,6/18/11,768,0.069918967
GD,General Dynamics,Industrials,2/18/11,6/18/11,2304,-0.076630382
HUM,Humana Inc.,Health Care,2/18/11,6/18/11,18825,0.26155605
HBAN,Huntington Bancshares,Financials,2/18/11,6/18/11,15953,-0.109433523
INTC,Intel Corp.,Information Technology,2/18/11,6/18/11,4244,-0.035392824
MAR,Marriott Int'l.,Consumer Discretionary,2/18/11,6/18/11,5337,-0.185782111
MAS,Masco Corp.,Industrials,2/18/11,6/18/11,5545,-0.083113204
MSI,Motorola Solutions Inc.,Information Technology,2/18/11,6/18/11,27531,0.165854958
NFLX,Netflix Inc.,Information Technology,2/18/11,6/18/11,13687,0.0431404
PEP,PepsiCo Inc.,Consumer Staples,2/18/11,6/18/11,3760,0.099998779
PNW,Pinnacle West Capital,Utilities,2/18/11,6/18/11,7308,0.059926109
RSG,Republic Services Inc,Industrials,2/18/11,6/18/11,4920,0.022445254
SWK,Stanley Black & Decker,Consumer Discretionary,2/18/11,6/18/11,12312,-0.092554378
HSY,The Hershey Company,Consumer Staples,2/18/11,6/18/11,1398,0.120255472
TWX,Time Warner Inc.,Consumer Discretionary,2/18/11,6/18/11,14871,-0.067969187
VTR,Ventas Inc,Real Estate,2/18/11,6/18/11,13852,-0.044680082
CNC,Centene Corporation,Health Care,2/22/11,6/22/11,5361,0.145805074
ED,Consolidated Edison,Utilities,2/22/11,6/22/11,683,0.090221306
DPS,Dr Pepper Snapple Group,Consumer Staples,2/22/11,6/22/11,3049,0.146303657
HSIC,Henry Schein,Health Care,2/22/11,6/22/11,1971,0.05947406
IR,Ingersoll-Rand PLC,Industrials,2/22/11,6/22/11,64369,-0.033412338
IBM,International Business Machines,Information Technology,2/22/11,6/22/11,1,0.027606801
MTB,M&T Bank Corp.,Financials,2/22/11,6/22/11,862,-0.009748104
NRG,NRG Energy,Utilities,2/22/11,6/22/11,4813,0.171757636
OKE,ONEOK,Energy,2/22/11,6/22/11,5695,0.14560103
UAL,United Continental Holdings,Industrials,2/22/11,6/22/11,25918,-0.018821644
WYN,Wyndham Worldwide,Consumer Discretionary,2/22/11,6/22/11,3284,0.057492996
ALK,Alaska Air Group Inc,Industrials,2/23/11,6/23/11,1815,0.196232286
AIZ,Assurant Inc,Financials,2/23/11,6/23/11,14948,-0.125823935
AVB,"AvalonBay Communities, Inc.",Real Estate,2/23/11,6/23/11,275693,0.120934017
BAX,Baxter International Inc.,Health Care,2/23/11,6/23/11,8001,0.153411322
CTSH,Cognizant Technology Solutions,Information Technology,2/23/11,6/23/11,7222,-0.024489324
COP,ConocoPhillips,Energy,2/23/11,6/23/11,1276,-0.062393031
EMN,Eastman Chemical,Materials,2/23/11,6/23/11,2,0.11530477
EFX,Equifax Inc.,Industrials,2/23/11,6/23/11,3920,-0.022253897
FLS,Flowserve Corporation,Industrials,2/23/11,6/23/11,3352,-0.135981011
FLR,Fluor Corp.,Industrials,2/23/11,6/23/11,7226,-0.091897831
INCY,Incyte,Health Care,2/23/11,6/23/11,5290,0.371470951
KMB,Kimberly-Clark,Consumer Staples,2/23/11,6/23/11,5441,0.03529032
NOV,National Oilwell Varco Inc.,Energy,2/23/11,6/23/11,1202,-0.092828616
PNR,Pentair Ltd.,Industrials,2/23/11,6/23/11,2556,0.070324147
PX,Praxair Inc.,Materials,2/23/11,6/23/11,4032,0.077811384
RTN,Raytheon Co.,Industrials,2/23/11,6/23/11,2534,-0.039941772
RTN,Realty Income Corporation,Real Estate,2/23/11,6/23/11,2534,-0.039941772
RAI,Reynolds American Inc.,Consumer Staples,2/23/11,6/23/11,3237,0.120977507
SHW,Sherwin-Williams,Materials,2/23/11,6/23/11,1977,0.029799436
UDR,UDR Inc,Real Estate,2/23/11,6/23/11,16841,0.033829519
ALL,Allstate Corp,Financials,2/24/11,6/24/11,2714,-0.040385064
AEE,Ameren Corp,Utilities,2/24/11,6/24/11,44141,0.070013769
AIG,"American International Group, Inc.",Financials,2/24/11,6/24/11,47620,-0.29631462
AME,AMETEK Inc,Industrials,2/24/11,6/24/11,774,0.035313347
CVX,Chevron Corp.,Energy,2/24/11,6/24/11,2612,-0.033058523
CHD,Church & Dwight,Consumer Staples,2/24/11,6/24/11,3435,0.110732375
CTXS,Citrix Systems,Information Technology,2/24/11,6/24/11,10719,0.11723331
CMS,CMS Energy,Utilities,2/24/11,6/24/11,6716,0.033974385
CL,Colgate-Palmolive,Consumer Staples,2/24/11,6/24/11,4140,0.108347694
CMI,Cummins Inc.,Industrials,2/24/11,6/24/11,4962,-0.039265101
EQR,Equity Residential,Real Estate,2/24/11,6/24/11,9423,0.123990764
FISV,Fiserv Inc,Information Technology,2/24/11,6/24/11,2111,-0.020964329
HOG,Harley-Davidson,Consumer Discretionary,2/24/11,6/24/11,106146,-0.061436323
HST,Host Hotels & Resorts,Real Estate,2/24/11,6/24/11,27599,-0.099287203
IFF,Intl Flavors & Fragrances,Materials,2/24/11,6/24/11,2215,0.12349865
KEY,KeyCorp,Financials,2/24/11,6/24/11,20215,-0.118645815
LLL,L-3 Communications Holdings,Industrials,2/24/11,6/24/11,6137,0.066192532
LEG,Leggett & Platt,Consumer Discretionary,2/24/11,6/24/11,923,0.04360834
MA,Mastercard Inc.,Information Technology,2/24/11,6/24/11,70645,0.123583159
MAT,Mattel Inc.,Consumer Discretionary,2/24/11,6/24/11,3847,0.095514501
NDAQ,NASDAQ OMX Group,Financials,2/24/11,6/24/11,7667,-0.165239149
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,2/24/11,6/24/11,124641,-0.03897892
NEM,News Corp. Class A,Consumer Discretionary,2/24/11,6/24/11,124641,-0.03897892
RF,Regions Financial Corp.,Financials,2/24/11,6/24/11,16857,-0.196001136
VRSN,Verisign Inc.,Information Technology,2/24/11,6/24/11,14931,-0.005590078
ATVI,Activision Blizzard,Information Technology,2/25/11,6/25/11,11426,0.031605798
AFL,AFLAC Inc,Financials,2/25/11,6/25/11,5827,-0.22981682
ALB,Albemarle Corp,Materials,2/25/11,6/25/11,4936,0.161896186
AMGN,Amgen Inc,Health Care,2/25/11,6/25/11,24214,0.091465803
AIV,Apartment Investment & Mgmt,Real Estate,2/25/11,6/25/11,3296,0.015981762
BHI,Baker Hughes Inc,Energy,2/25/11,6/25/11,5990,-0.057202703
BAC,Bank of America Corp,Financials,2/25/11,6/25/11,97217,-0.257991185
BXP,Boston Properties,Real Estate,2/25/11,6/25/11,3326,0.100644951
CBS,CBS Corp.,Consumer Discretionary,2/25/11,6/25/11,3159,0.144780688
CF,CF Industries Holdings Inc,Materials,2/25/11,6/25/11,22439,0.005087938
SCHW,Charles Schwab Corporation,Financials,2/25/11,6/25/11,3610,-0.162736229
CB,Chubb Limited,Financials,2/25/11,6/25/11,7384,0.015824944
CI,CIGNA Corp.,Health Care,2/25/11,6/25/11,15090,0.154193664
CMCSA,Comcast Corp.,Consumer Discretionary,2/25/11,6/25/11,18889,-0.062305258
CXO,Concho Resources,Energy,2/25/11,6/25/11,10922,-0.219145621
DVA,DaVita Inc.,Health Care,2/25/11,6/25/11,14952,0.068465231
DVN,Devon Energy Corp.,Energy,2/25/11,6/25/11,4186,-0.148676507
DLR,Digital Realty Trust,Real Estate,2/25/11,6/25/11,41969,0.070291773
DUK,Duke Energy,Utilities,2/25/11,6/25/11,9973,0.049007574
ECL,Ecolab Inc.,Materials,2/25/11,6/25/11,10875,0.136035227
EQIX,Equinix,Real Estate,2/25/11,6/25/11,8186,0.130643497
ESS,"Essex Property Trust, Inc.",Real Estate,2/25/11,6/25/11,3396,0.115739756
EXR,Extra Space Storage,Real Estate,2/25/11,6/25/11,1298,0.085780938
XOM,Exxon Mobil Corp.,Energy,2/25/11,6/25/11,79644,-0.095201991
FIS,Fidelity National Information Services,Information Technology,2/25/11,6/25/11,9299,-0.058175197
FCX,Freeport-McMoRan Inc.,Materials,2/25/11,6/25/11,11409,-0.063250357
FTR,Frontier Communications,Telecommunications Services,2/25/11,6/25/11,12485,-0.021210574
HIG,Hartford Financial Svc.Gp.,Financials,2/25/11,6/25/11,14764,-0.156558015
IP,International Paper,Materials,2/25/11,6/25/11,1005,0.033337257
IPG,Interpublic Group,Consumer Discretionary,2/25/11,6/25/11,343660,-0.07925802
IVZ,Invesco Ltd.,Financials,2/25/11,6/25/11,6306,-0.16547454
IVZ,Iron Mountain Incorporated,Real Estate,2/25/11,6/25/11,6306,-0.16547454
JNJ,Johnson & Johnson,Health Care,2/25/11,6/25/11,4201,0.100339982
JNPR,Juniper Networks,Information Technology,2/25/11,6/25/11,6581,-0.316173126
K,Kellogg Co.,Consumer Staples,2/25/11,6/25/11,712,0.037693212
LUK,Leucadia National Corp.,Financials,2/25/11,6/25/11,6608,-0.026084332
LVLT,Level 3 Communications,Telecommunications Services,2/25/11,6/25/11,4039,0.609929154
LNC,Lincoln National,Financials,2/25/11,6/25/11,6752,-0.151242725
LKQ,LKQ Corporation,Consumer Discretionary,2/25/11,6/25/11,2243,0.076271186
LMT,Lockheed Martin Corp.,Industrials,2/25/11,6/25/11,12561,-0.001728555
MAC,Macerich,Real Estate,2/25/11,6/25/11,3650,0.06955848
MAC,Macy's Inc.,Consumer Discretionary,2/25/11,6/25/11,3650,0.06955848
MLM,Martin Marietta Materials,Materials,2/25/11,6/25/11,5442,-0.093508539
MET,MetLife Inc.,Financials,2/25/11,6/25/11,53458,-0.123770785
NFX,Newfield Exploration Co,Energy,2/25/11,6/25/11,5708,-0.101469353
PXD,Pioneer Natural Resources,Energy,2/25/11,6/25/11,6985,-0.178749535
PCLN,Priceline.com Inc,Consumer Discretionary,2/25/11,6/25/11,80067,0.049866318
PCLN,Principal Financial Group,Financials,2/25/11,6/25/11,80067,0.049866318
PRU,Prudential Financial,Financials,2/25/11,6/25/11,27015,-0.07812255
PEG,Public Serv. Enterprise Inc.,Utilities,2/25/11,6/25/11,6028,-0.020391571
ROP,Roper Industries,Industrials,2/25/11,6/25/11,1150,-0.024854068
SEE,Sealed Air,Materials,2/25/11,6/25/11,4856,-0.17178121
STI,SunTrust Banks,Financials,2/25/11,6/25/11,13180,-0.1885442
TXN,Texas Instruments,Information Technology,2/25/11,6/25/11,315,-0.111606017
UNM,Unum Group,Financials,2/25/11,6/25/11,4747,-0.074823925
WEC,Wec Energy Group Inc,Utilities,2/25/11,6/25/11,9971,0.052007516
WFC,Wells Fargo,Financials,2/25/11,6/25/11,23,-0.153322236
HCN,Welltower Inc.,Real Estate,2/25/11,6/25/11,5239,0.041885698
WU,Western Union Co,Information Technology,2/25/11,6/25/11,7431,-0.108101775
WMB,Williams Cos.,Energy,2/25/11,6/25/11,17097,-0.046171343
WMB,Willis Towers Watson,Financials,2/25/11,6/25/11,17097,-0.046171343
AES,AES Corp,Utilities,2/28/11,6/28/11,57983,0.007275635
ADS,Alliance Data Systems,Information Technology,2/28/11,6/28/11,14044,0.173609429
AMT,American Tower Corp A,Real Estate,2/28/11,6/28/11,6794,-0.036323177
AWK,American Water Works Company Inc,Utilities,2/28/11,6/28/11,8213,0.066750597
AMP,Ameriprise Financial,Financials,2/28/11,6/28/11,35884,-0.110392516
APH,Amphenol Corp,Information Technology,2/28/11,6/28/11,1735,-0.100402253
APA,Apache Corporation,Energy,2/28/11,6/28/11,12546,-0.037564091
AVY,Avery Dennison Corp,Materials,2/28/11,6/28/11,4668,-0.043860049
BLL,Ball Corp,Materials,2/28/11,6/28/11,2396,0.056476672
BLK,BlackRock,Financials,2/28/11,6/28/11,2959,-0.059268215
COG,Cabot Oil & Gas,Energy,2/28/11,6/28/11,4054,0.440803019
CME,CME Group Inc.,Financials,2/28/11,6/28/11,10461,-0.078723139
KO,Coca Cola Company,Consumer Staples,2/28/11,6/28/11,10095,0.048033096
CMA,Comerica Inc.,Financials,2/28/11,6/28/11,8963,-0.123177605
D,Dominion Resources,Utilities,2/28/11,6/28/11,6882,0.070024038
EIX,Edison Int'l,Utilities,2/28/11,6/28/11,10476,0.059781031
EW,Edwards Lifesciences,Health Care,2/28/11,6/28/11,3810,0.004821214
EXPD,Expeditors Int'l,Industrials,2/28/11,6/28/11,1257,0.064054015
